key_or_source_string,source_files,english_value,russian_value,japanese_value,market_adaptation
This VIN is already in your inventory.,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift,This VIN is already in your inventory.,Этот VIN уже есть в вашем инвентаре.,このVINはすでに在庫に登録されています。,yes
This affects currency formatting and distance units,iOS Car Dealer Tracker/Ezcar24Business/Views/RegionSelectionView.swift,This affects currency formatting and distance units,Влияет на формат валюты и единицы расстояния,通貨表示と距離単位に反映されます,no
This password is shown once. Share it securely and ask the member to change it after signing in.,iOS Car Dealer Tracker/Ezcar24Business/Views/TeamManagementView.swift,This password is shown once. Share it securely and ask the member to change it after signing in.,Этот пароль показывается один раз. Передайте его безопасно и попросите участника изменить после входа.,このパスワードは一度だけ表示されます。安全な方法で共有し、サインイン後に変更するようメンバーへ依頼してください。,no
This will permanently delete your account and all data.,catalog/manual,This will permanently delete your account and all data.,Это действие безвозвратно удалит ваш аккаунт и все данные.,アカウントとすべてのデータが完全に削除されます。,yes
This will remove the debt and all its payments.,iOS Car Dealer Tracker/Ezcar24Business/Views/DebtDetailView.swift,This will remove the debt and all its payments.,Это удалит долг и все его платежи.,債務と関連するすべての支払いを削除します。,yes
"This will save the current category, vehicle, user, and account as a template.",iOS Car Dealer Tracker/Ezcar24Business/Views/AddExpenseView.swift,"This will save the current category, vehicle, user, and account as a template.","Это сохранит текущую категорию, автомобиль, пользователя и счет как шаблон.",現在のカテゴリ、車両、ユーザー、口座をテンプレートとして保存します。,yes
Time,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/SessionStore.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/AuthGateView.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/LoginView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ExpenseDetailSheet.swift,Time,Время,時刻,no
Title,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/LoginView.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/PasswordResetView.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/FinancialAccount+Extensions.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/Expense+Extensions.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/Debt+Extensions.swift,Title,Титул,名義関連,no
Total Expenses,iOS Car Dealer Tracker/Ezcar24Business/Views/UserManagementView.swift,Total Expenses,Всего расходов,経費合計,yes
Total Exported:,catalog/manual,Total Exported:,Всего экспортировано:,エクスポート合計:,no
Toyota,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/PersistenceController.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddVehicleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Components/Inventory/InventoryAlertCard.swift,Toyota,Toyota,Toyota,no
Track money you owe or that is owed to you.,iOS Car Dealer Tracker/Ezcar24Business/Views/DebtsListView.swift,Track money you owe or that is owed to you.,"Отслеживайте деньги, которые вы должны или вам должны.",支払うべき金額と受け取るべき金額を管理します。,no
Transaction,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/AccountTransactionsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/FinancialAccountsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/AccountTransaction+Extensions.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/TeamManagementView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/EditAccountView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddAccountTransactionView.swift,Transaction,Транзакция,取引,no
Transactions,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/AccountTransactionsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/EditAccountView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/SupabaseModels.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/MonthlyReportSnapshotBuilder.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/CloudSyncManager.swift,Transactions,Транзакции,取引,no
Try adjusting your filters or add a new expense.,catalog/manual,Try adjusting your filters or add a new expense.,Попробуйте изменить фильтры или добавьте новый расход.,フィルターを調整するか、新しい経費を追加してください。,yes
Type,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartsInventoryViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/AccountTransactionsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/FinancialAccountsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/LoginView.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/SupabaseClientProvider.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/PasswordResetView.swift,Type,Тип,種別,no
"Type DELETE to confirm, and re-enter your account email to proceed.",catalog/manual,"Type DELETE to confirm, and re-enter your account email to proceed.",Введите DELETE для подтверждения и повторно введите email аккаунта.,確認のためDELETEと入力し、続行するにはアカウントのメールアドレスを再入力してください。,yes
Unable to load plans,iOS Car Dealer Tracker/Ezcar24Business/Views/PaywallView.swift,Unable to load plans,Не удалось загрузить планы,プランを読み込めません,no
Unlock Full Potential,iOS Car Dealer Tracker/Ezcar24Business/Views/PaywallView.swift,Unlock Full Potential,Откройте весь потенциал,すべての機能を解放,no
"Unlock unlimited potential for your
dealership business.",catalog/manual,"Unlock unlimited potential for your
dealership business.","Откройте безграничные возможности для вашего
дилерского бизнеса.","販売店業務の可能性を
最大限に引き出します。",yes
Update Now,iOS Car Dealer Tracker/Ezcar24Business/Views/ForceUpdateView.swift,Update Now,Обновить сейчас,今すぐ更新,no
Update Password,iOS Car Dealer Tracker/Ezcar24Business/Auth/PasswordResetView.swift,Update Password,Обновить пароль,パスワードを更新,no
Update Required,iOS Car Dealer Tracker/Ezcar24Business/Views/ForceUpdateView.swift,Update Required,Требуется обновление,更新が必要です,no
Updating...,iOS Car Dealer Tracker/Ezcar24Business/Auth/PasswordResetView.swift,Updating...,Обновление...,更新中...,no
Upgrade to,iOS Car Dealer Tracker/Ezcar24Business/Views/PaywallView.swift,Upgrade to,Перейти на,アップグレード先,no
Upgrade to Pro,catalog/manual,Upgrade to Pro,Перейти на Pro,Proにアップグレード,no
Upload,iOS Car Dealer Tracker/Ezcar24Business/Views/EditProfileView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/CloudSyncManager.swift,Upload,Загрузить,アップロード,no
Uploading...,catalog/manual,Uploading...,Загрузка...,アップロード中...,no
User,iOS Car Dealer Tracker/Ezcar24Business/Ezcar24BusinessApp.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/UserViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/FinancialAccountsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/SessionStore.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/AuthGateView.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/Client+CoreDataProperties.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/User+CoreDataProperties.swift,User,Пользователь,ユーザー,no
User Name,iOS Car Dealer Tracker/Ezcar24Business/Views/AddExpenseView.swift,User Name,Имя пользователя,ユーザー名,no
User profile not found locally. Please wait for sync.,iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,User profile not found locally. Please wait for sync.,"Профиль пользователя не найден локально. Пожалуйста, дождитесь синхронизации.",ユーザープロフィールが端末内に見つかりません。同期をお待ちください。,no
Users,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/UserViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/UserManagementView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/CloudSyncManager.swift,Users,Пользователи,ユーザー,no
VAT / Tax,iOS Car Dealer Tracker/Ezcar24Business/Services/SupabaseModels.swift,VAT / Tax,НДС / налог,消費税 / 税金,yes
VIN,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleSelectionSheet.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ExpenseListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/BackupExportManager.swift,VIN,VIN,VIN,no
VIN already exists,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/CloudSyncManager.swift,VIN already exists,VIN уже существует,VINはすでに存在します,no
VIN:,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleSelectionSheet.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/CloudSyncManager.swift,VIN:,VIN:,VIN:,no
VIN: %@,catalog/manual,VIN: %@,VIN: %@,VIN: %@,no
Vehicle Fields,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,Vehicle Fields,Поля автомобиля,車両項目,yes
Vehicle sale price,iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift,Vehicle sale price,Цена продажи авто,車両販売価格,yes
Vehicles,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/MonthlyReportPreviewView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleSelectionSheet.swift,Vehicles,Автомобили,車両,yes
Verification badge,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,Verification badge,Значок проверки,認証バッジ,no
Verified Dealer,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,Verified Dealer,Проверенный дилер,認証済み販売店,yes
Version %@,catalog/manual,Version %@,Версия %@,バージョン %@,no
WHAT YOU GET,iOS Car Dealer Tracker/Ezcar24Business/Views/PaywallView.swift,WHAT YOU GET,ЧТО ВЫ ПОЛУЧАЕТЕ,含まれる内容,no
We'll ask for a phone number before sharing.,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,We'll ask for a phone number before sharing.,Перед отправкой попросим номер телефона.,共有前に電話番号の入力を求めます。,no
We'll ask for an email before sharing.,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,We'll ask for an email before sharing.,Перед отправкой попросим email.,共有前にメールアドレスの入力を求めます。,no
Welcome Back,iOS Car Dealer Tracker/Ezcar24Business/Auth/LoginView.swift,Welcome Back,С возвращением,おかえりなさい,no
